City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,Arraial Do Cabo,-22.9661,-42.0278,23.54,90,29,10.7,BR,1702613534
347,Almeirim,-1.5233,-52.5817,26.35,72,47,2.27,BR,1702613784
348,Ankazoabo,-22.2833,44.5167,29.12,49,43,1.22,MG,1702613784
349,San,13.3034,-4.8956,19.49,20,4,3.68,ML,1702613687
350,Mount Pearl,47.5166,-52.7813,-5.64,73,38,3.13,CA,1702613368
351,Vung Tau,10.346,107.0843,28.43,64,83,3.23,VN,1702613785
352,Puerto Rosario,-24.45,-57.0833,25.74,77,84,2.34,PY,1702613785
353,Gizo,-8.103,156.8419,28.26,76,83,2.36,SB,1702613786
354,Howard Springs,-12.497,131.047,31.6,77,100,4.6,AU,1702613786
355,Shanhecun,44.7,127.2,-14.26,72,100,3.82,CN,1702613786
356,Mariental,-24.6333,17.9667,16.24,39,49,4.57,NA,1702613384
357,Carnarvon,-24.8667,113.6333,31.46,42,0,8.02,AU,1702613787
358,Motilla Del Palancar,39.5709,-1.9068,3.67,78,4,3.04,ES,1702613787
359,Bocaiuva,-17.1078,-43.815,23.84,43,8,3.05,BR,1702613787
360,Tvoroyri,61.5556,-6.8111,7.22,79,100,13.99,FO,1702613787
361,Agbor,6.2518,6.1934,21.29,58,23,1.0,NG,1702613788
362,Hosur,12.7167,77.8167,24.25,74,96,3.22,IN,1702613788
363,Guiratinga,-16.3494,-53.7583,26.15,53,100,1.42,BR,1702613788
364,Polyarnyy,69.1989,33.4478,-13.43,96,61,5.45,RU,1702613386
365,Yaren,-0.5472,166.916,29.25,76,100,6.02,NR,1702613789
366,Klyuchi,52.2667,79.1667,-21.06,81,32,1.29,RU,1702613789
367,Nsanje,-16.92,35.262,25.3,80,97,1.05,MW,1702613790
368,Mkushi,-13.6202,29.3939,18.25,95,99,1.17,ZM,1702613790
369,San Julian,21.0167,-102.1667,13.44,69,98,1.95,MX,1702613790
370,Huayin,34.5675,110.0921,-3.01,72,100,7.43,CN,1702613791
371,Burang,30.25,81.1667,-2.12,38,7,1.48,CN,1702613791
372,Ad Darb,17.7229,42.2526,25.31,66,2,0.36,SA,1702613792
373,Sitka,57.0531,-135.33,0.94,93,100,0.0,US,1702613792
374,Wangaratta,-36.3667,146.3333,29.7,26,1,4.94,AU,1702613792
375,Crane,31.3974,-102.3501,12.78,94,100,9.0,US,1702613631
376,Darwin,-12.4611,130.8418,31.64,78,75,3.6,AU,1702613793
377,Sarangani,5.4033,125.4636,28.02,76,99,8.56,PH,1702613793
378,Puerto Escondido,15.85,-97.0667,26.46,61,40,2.57,MX,1702613666
379,Khark,29.2614,50.3306,18.01,72,40,8.75,IR,1702613794
380,Barra De Santo Antonio,-9.4047,-35.5072,24.6,81,47,3.19,BR,1702613794
381,Salalah,17.0151,54.0924,24.05,33,0,7.2,OM,1702613795
382,Nova Vicosa,-17.8919,-39.3719,24.37,87,5,3.95,BR,1702613962
383,Caleta De Carquin,-11.0925,-77.6267,20.52,85,59,3.1,PE,1702613690
384,Oamaru,-45.0784,170.9801,22.99,56,72,4.32,NZ,1702613963
385,Motueka,-41.1333,173.0167,23.39,45,80,0.97,NZ,1702613795
386,Ilukste,55.9775,26.2966,-5.36,95,94,2.36,LV,1702613796
387,Port Shepstone,-30.7414,30.455,19.81,74,100,5.37,ZA,1702613796
388,Pocone,-16.2567,-56.6228,28.0,50,88,1.06,BR,1702613561
389,Mezhdurechenskiy,59.6,65.9333,-13.63,91,100,2.53,RU,1702613797
390,Uliastay,47.7417,96.8444,-26.51,82,82,0.6,MN,1702613963
391,Baley,51.6,116.6333,-25.08,82,26,1.19,RU,1702613798
392,Santa Rosalia,27.3167,-112.2833,14.3,59,0,3.56,MX,1702613798
393,Clinton,42.587,-82.9199,5.86,64,0,4.63,US,1702613798
394,Bryne,58.7354,5.6477,6.66,94,75,3.6,NO,1702613799
395,Luderitz,-26.6481,15.1594,15.09,74,0,9.26,NA,1702613799
396,San Jose Del Guaviare,2.5729,-72.6459,24.87,82,94,0.71,CO,1702613799
397,Labrador City,52.9463,-66.9114,-10.05,79,100,7.2,CA,1702613800
398,Hengchun,22.0042,120.7439,26.82,66,25,5.21,TW,1702613964
399,Melito Di Porto Salvo,37.9222,15.7714,13.63,76,78,3.6,IT,1702613800
400,Nemuro,43.3236,145.575,-1.6,59,100,5.62,JP,1702613801
401,Tamanrasset,22.785,5.5228,6.95,26,0,1.54,DZ,1702613801
402,Colonia,50.9333,6.95,7.14,90,75,3.09,DE,1702613618
403,Waingapu,-9.6567,120.2641,31.9,55,100,4.34,ID,1702613801
404,Winona,43.9666,-91.7668,5.11,60,0,0.0,US,1702613802
405,Steinbach,50.1667,8.5667,4.54,90,75,1.03,DE,1702613802
406,Dawson Creek,55.7666,-120.2362,-6.2,73,0,2.06,CA,1702613803
407,Nizhniy Kuranakh,58.8353,125.4869,-25.86,93,100,4.41,RU,1702613376
408,Buckeye,33.3703,-112.5838,13.92,34,0,3.09,US,1702613665
409,Kartuzy,54.3342,18.1974,0.68,95,75,2.06,PL,1702613803
410,Buka,40.8108,69.1986,-1.41,79,100,1.81,UZ,1702613804
411,Dwarka,22.2394,68.9678,24.31,52,0,4.1,IN,1702613804
412,Pangody,65.85,74.4859,-26.51,100,95,2.47,RU,1702613965
413,Palangkaraya,-2.2,113.8333,25.75,92,99,0.07,ID,1702613251
414,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,23.84,98,100,0.6,BR,1702613804
415,Ujae,8.9322,165.7642,27.95,77,91,9.62,MH,1702613804
416,Kapa'A,22.0752,-159.319,22.99,67,100,11.32,US,1702613695
417,Bishkul,54.7803,69.1033,-28.81,69,0,2.0,KZ,1702613965
418,Hanko,59.8333,22.95,-2.79,91,95,4.92,FI,1702613805
419,Weno,7.4515,151.8468,28.36,80,90,8.49,FM,1702613805
420,Horta,38.5333,-28.6333,17.23,93,91,9.39,PT,1702613805
421,Slave Lake,55.2834,-114.769,-8.01,79,0,0.0,CA,1702613805
422,Dila,6.4167,38.3167,17.2,85,90,1.33,ET,1702613806
423,Aguas Vermelhas,-15.7472,-41.46,18.11,98,13,2.47,BR,1702613806
424,Itaituba,-4.2761,-55.9836,25.07,90,96,0.95,BR,1702613806
425,Fallon,39.4735,-118.7774,-0.05,74,100,2.57,US,1702613966
426,Cill Airne,52.05,-9.5167,6.89,87,91,2.16,IE,1702613966
427,Floro,61.5996,5.0328,6.98,81,100,7.72,NO,1702613806
428,Huanta,-12.9333,-74.25,14.23,83,100,0.21,PE,1702613806
429,Kisangani,0.5167,25.2,19.55,83,63,0.5,CD,1702613807
430,Nevesinje,43.2586,18.1133,6.48,84,77,5.07,BA,1702613807
431,Swakopmund,-22.6833,14.5333,14.99,84,84,2.24,NA,1702613807
432,Marsh Harbour,26.5412,-77.0636,22.48,73,100,14.64,BS,1702613678
433,Bungu,-7.6337,39.0582,23.56,95,70,0.46,TZ,1702613807
434,Turtas,58.9417,69.1325,-13.99,80,100,3.57,RU,1702613808
435,Palmas,-10.2128,-48.3603,25.93,83,0,1.54,BR,1702613808
436,Andergrove,-21.0833,149.1833,30.91,66,100,3.96,AU,1702613735
437,Namdrik,5.5994,168.1028,28.07,79,100,8.72,MH,1702613808
438,Masterton,-40.9597,175.6575,16.05,61,78,4.08,NZ,1702613808
439,Moyynkum,44.2914,72.9469,-13.31,79,99,10.93,KZ,1702613809
440,Auna,10.1881,4.7232,20.68,34,5,2.43,NG,1702613809
441,Kill Devil Hills,36.0307,-75.676,8.32,63,0,0.0,US,1702613809
442,Sosnovka,56.255,51.2842,-13.38,84,95,3.53,RU,1702613809
443,Lake Arrowhead,34.2483,-117.1892,9.35,37,0,0.0,US,1702613809
444,La'Ie,21.6477,-157.9253,23.98,58,7,11.48,US,1702613809
445,Praia Da Vitoria,38.7333,-27.0667,17.64,88,75,7.8,PT,1702613810
446,Ust'-Ilimsk,58.0006,102.6619,-22.22,92,100,3.0,RU,1702613810
447,Labin,45.095,14.1197,9.14,75,7,3.26,HR,1702613810
448,El Granada,37.5027,-122.4694,12.97,75,20,3.09,US,1702613480
449,'S-Hertogenbosch,51.6827,5.3006,7.35,53,86,3.11,NL,1702613810
450,Sungai Penuh,-2.0833,101.3833,26.86,58,45,1.96,ID,1702613810
451,Malango,-2.9627,119.9001,29.82,53,41,1.02,ID,1702613968
452,Prado,-17.3411,-39.2208,24.1,90,7,3.3,BR,1702613810
453,Rosetta,31.4044,30.4164,17.17,85,35,2.67,EG,1702613811
454,Mazagao,-0.115,-51.2894,28.03,91,7,1.69,BR,1702613811
455,Mosjoen,65.836,13.1908,-6.71,79,100,2.24,NO,1702613969
456,Dryden,49.7833,-92.7503,2.16,87,20,5.66,CA,1702613811
457,Laguna,38.421,-121.4238,10.91,77,0,3.09,US,1702613811
458,Hadsund,56.7148,10.1168,3.3,97,86,4.07,DK,1702613811
459,Belmonte,-15.8631,-38.8828,24.12,86,4,2.41,BR,1702613758
460,Yerofey Pavlovich,53.9667,121.9667,-24.05,66,10,1.43,RU,1702613812
461,El Calafate,-50.3408,-72.2768,7.74,77,75,3.28,AR,1702613812
462,Chilmari,25.5559,89.6715,20.94,57,7,3.6,BD,1702613812
463,Kasongo,-4.45,26.6667,20.09,99,97,0.58,CD,1702613776
464,Paradip Garh,20.3167,86.6167,22.78,45,8,4.88,IN,1702613812
465,Alofi,-19.0595,-169.9187,27.94,74,75,2.57,NU,1702613586
466,Hadibu,12.65,54.0333,25.3,73,29,6.81,YE,1702613812
467,Batang,-6.4846,110.7083,30.74,61,36,1.67,ID,1702613813
468,Thinadhoo,0.5333,72.9333,28.24,72,44,1.52,MV,1702613813
469,Saurimo,-9.6608,20.3916,17.44,98,97,0.37,AO,1702613813
470,Axim,4.8699,-2.2405,25.27,79,2,2.26,GH,1702613970
471,Taro,-8.3862,115.28,26.03,84,96,0.92,ID,1702613813
472,Union City,37.5958,-122.0192,12.97,72,0,3.09,US,1702613813
473,Nago,26.5881,127.9761,27.47,68,33,3.59,JP,1702613813
474,Kidal,18.4411,1.4078,17.0,19,94,3.77,ML,1702613386
475,Xilin Hot,43.9667,116.0333,-21.11,91,100,4.73,CN,1702613385
476,Egilsstadir,65.2653,-14.3948,1.95,51,0,8.23,IS,1702613735
477,Wongsorejo,-7.9908,114.4009,29.86,74,85,3.61,ID,1702613814
478,Cabo San Lucas,22.8909,-109.9124,24.31,62,0,1.39,MX,1702613407
479,Centralina,-18.5839,-49.1994,25.36,46,96,2.52,BR,1702613814
480,Chokwe,-24.5333,32.9833,26.25,77,61,1.82,MZ,1702613814
481,Novy Bydzov,50.2415,15.4908,3.0,94,100,3.13,CZ,1702613814
482,Baiti,13.745,-14.7482,22.27,17,4,4.56,SN,1702613814
483,Machico,32.7,-16.7667,19.35,76,75,6.69,PT,1702613814
484,Vilyuysk,63.7553,121.6247,-30.56,98,98,3.13,RU,1702613379
485,Verkhnevilyuysk,63.4453,120.3167,-27.69,96,100,3.29,RU,1702613564
486,Essaouira,31.5125,-9.77,12.72,54,20,0.51,MA,1702613815
487,Fale Old Settlement,-9.3852,-171.2468,27.25,82,100,5.77,TK,1702613689
488,Sinan,34.8262,126.1086,10.06,89,100,10.75,KR,1702613815
489,Mathba,22.2855,89.9629,21.49,43,5,3.2,BD,1702613815
490,Mantua,45.1667,10.7833,4.99,88,0,0.45,IT,1702613815
491,Taroa,8.7058,171.2275,27.64,81,84,9.0,MH,1702613816
492,Grand Falls-Windsor,48.9332,-55.6649,-6.94,76,7,2.24,CA,1702613816
493,Tumpat,6.1978,102.171,30.09,94,40,3.09,MY,1702613816
494,Oranjemund,-28.55,16.4333,14.44,90,2,5.88,NA,1702613816
495,Lev Tolstoy,53.2134,39.446,-4.26,95,100,9.08,RU,1702613816
496,El Bolson,-41.9667,-71.5167,7.87,86,86,3.3,AR,1702613816
497,Inirida,3.8653,-67.9239,24.68,92,99,0.79,CO,1702613816
498,Tongouson,5.0214,120.1328,28.66,73,53,2.62,PH,1702613816
499,Piterka,50.6803,47.4454,-9.66,57,61,4.97,RU,1702613817
500,Magherafelt,54.7536,-6.6066,7.55,83,100,3.55,GB,1702613817
501,Kirkmichael,54.2856,-4.5875,9.88,68,94,6.03,IM,1702613817
502,Qandala,11.472,49.8728,24.5,68,6,1.69,SO,1702613817
503,Huarmey,-10.0681,-78.1522,20.62,86,38,2.9,PE,1702613817
504,Christchurch,-43.5333,172.6333,27.4,39,100,10.29,NZ,1702613765
505,Rodolfo Sanchez Taboada,31.7167,-116.5667,15.69,36,8,2.05,MX,1702613817
506,Hotan,37.0997,79.9269,-6.64,47,6,0.87,CN,1702613817
507,Putla Villa De Guerrero,17.0333,-97.9333,21.75,68,100,2.05,MX,1702613818
508,Foumbot,5.5079,10.6356,17.83,58,6,0.67,CM,1702613818
509,Nar'Yan-Mar,67.6713,53.087,-20.5,97,79,3.58,RU,1702613818
510,Arteche,12.2645,125.4048,28.16,81,88,4.68,PH,1702613818
511,Mrakovo,52.7161,56.6244,-10.13,65,100,4.13,RU,1702613818
512,Bayanhongor,46.7167,100.1167,-28.61,76,30,0.77,MN,1702613818
513,Port-Vila,-17.7338,168.3219,28.78,58,40,5.66,VU,1702613783
514,Papao,-17.75,-149.55,28.82,75,100,10.23,PF,1702613976
515,Bludenz,47.1497,9.8167,4.15,88,100,2.68,AT,1702613819
516,Pangai,-19.8,-174.35,28.06,78,40,6.69,TO,1702613976
517,Toliara,-23.35,43.6667,29.17,64,19,0.92,MG,1702613683
518,Crawfordsville,40.0411,-86.8745,2.54,74,0,2.06,US,1702613819
519,Kailua-Kona,19.6406,-155.9956,24.72,76,20,13.38,US,1702613538
520,Gamba,-2.65,10.0,24.86,90,94,1.18,GA,1702613819
521,Woolgoolga,-30.1106,153.2007,22.93,77,87,5.19,AU,1702613819
522,Merritt Island,28.5392,-80.672,21.16,68,75,9.26,US,1702613819
523,Kununurra,-15.7667,128.7333,38.99,32,100,2.57,AU,1702613874
524,Dawei,14.0833,98.2,32.04,49,29,0.93,MM,1702613977
525,Asosa,10.0667,34.5333,15.09,46,4,2.24,ET,1702613820
526,Tromso,69.6496,18.957,-4.99,58,7,8.23,NO,1702613977
527,Kirensk,57.7853,108.1119,-24.55,95,100,3.15,RU,1702613820
528,Colesberg,-30.72,25.0972,11.35,75,10,5.36,ZA,1702613820
529,Ashland,40.8167,-82.2665,3.3,74,15,3.15,US,1702613820
530,Qashyr,53.0675,76.1036,-22.71,88,23,1.59,KZ,1702613820
531,Kuqa,41.7278,82.9364,-7.28,61,78,1.19,CN,1702613821
532,Nampula,-15.1165,39.2666,24.97,83,20,3.6,MZ,1702613821
533,Sakaiminato,35.55,133.2333,22.99,64,75,8.23,JP,1702613821
534,Akureyri,65.6835,-18.0878,-0.04,86,75,8.23,IS,1702613821
535,Sillamae,59.3997,27.7547,-6.27,92,98,0.96,EE,1702613822
536,Eureka,40.8021,-124.1637,8.68,92,67,2.34,US,1702613531
537,Puerto Madero,14.7208,-92.4215,25.11,100,0,0.0,MX,1702613822
538,Vila Franca Do Campo,37.7167,-25.4333,18.27,99,59,7.01,PT,1702613822
539,Gobabis,-22.45,18.9667,19.81,20,83,3.89,NA,1702613662
540,Rockport,28.0206,-97.0544,19.0,91,100,6.17,US,1702613823
541,Kebili,33.7044,8.969,12.12,55,71,3.01,TN,1702613823
542,Adam,22.3756,57.5233,18.41,53,3,2.37,OM,1702613824
543,Batticaloa,7.7102,81.6924,27.07,82,98,4.42,LK,1702613824
544,Kantagi,43.5264,68.5775,-1.92,28,100,6.45,KZ,1702613824
545,Lensk,60.7253,114.9278,-25.85,91,100,5.38,RU,1702613825
546,Lexington,37.9887,-84.4777,2.29,63,0,2.06,US,1702613777
547,La Gi,10.6667,107.7833,29.68,57,98,3.85,VN,1702613790
548,Luganville,-15.5333,167.1667,27.28,59,69,4.12,VU,1702613979
549,Barentu,15.1139,37.5928,17.94,67,1,2.08,ER,1702613826
550,Llanes,43.4198,-4.7549,12.08,75,77,3.32,ES,1702613826
551,Kimbe,-5.5502,150.1429,30.24,72,87,2.72,PG,1702613827
552,Marysville,48.0518,-122.1771,8.41,92,100,0.89,US,1702613827
553,Umm Kaddadah,13.6017,26.6876,13.41,35,68,5.61,SD,1702613827
554,Sogndal,61.2283,7.1003,0.21,100,100,1.03,NO,1702613828
555,Wuwei,37.9281,102.6414,-10.18,40,72,1.33,CN,1702613828
556,Touros,-5.1989,-35.4608,25.56,81,41,5.14,BR,1702613979
557,Fort Mcmurray,56.7268,-111.381,-3.23,68,0,2.57,CA,1702613736
558,Zinjibar,13.1287,45.3807,23.88,77,77,2.08,YE,1702613662
559,Jincheng,35.5022,112.8328,-7.41,82,98,9.0,CN,1702613829
